category,name,description
Household,"MosQuick Corners & Edges dust cleaning brush For Window Frame,Keyboard With mini dustpan,Black or Blue Color easy window multipurpose cleaning brush","MosQuick Corners & Edges dust cleaning brush For Window Frame,Keyboard With mini dustpan,Black or Blue Color easy window multipurpose cleaning brush"
Household,Zibo Z-304D Flexible Lip Dustpan (White),"Zibo Z-304D Flexible Lip Dustpan (White) The wide Dustpan has a flexible lip that adjusts to surface contours so dust is not swept under the pan.The dustpan includes a deep basin for catching dirt and debris, the curved handle attaches snugly on the stick of most common household brooms, and a hole in the handle allows the dustpan to hang conveniently on a hook."
Household,Maharsh Long Handled Dust Pan- Stand up Design- Accommodates Any Broom/Hand Brush- Best Dustpans for Home/Lobby/Shop,"Maharsh Long Handled Dust Pan- Stand up Design- Accommodates Any Broom/Hand Brush- Best Dustpans for Home/Lobby/Shop Product Description Item No.-YY-B001 Product name-broom and dustpan set Usage-suitable for office, house cleaning Product Color-Multi Product material-PP + stainless steel handle + PET Product size-broom: 24*88.5 cm dustpan: 83*25.5*26.5 cm Features: 1.No dirty hands. 2.Windproof fender design, making dust won't fly away. 3.Sweep the hair and dust away easily."
Household,"Gala 5 Piece Dustpan with Steel Scrubber, Kitchen Moppy, Kitchen Scrubber and Kitchen Wipe Combo Set (Assorted)","Gala 5 Piece Dustpan with Steel Scrubber, Kitchen Moppy, Kitchen Scrubber and Kitchen Wipe Combo Set (Assorted) Style:Scrub Pad, Dustpan, Steel Scrubber, Moppy, Wipe Gala India's one of largest manufacturer of home cleaning tools brings out 'Dustpan' made from virgin plastic, more depth to collect more dust with swash card used to clean utensils and more durable than any ordinary scrubber."
Household,LDG Ware Sweeper mop New Designe and Easy Use Auto Spin Hand Push Sweeper Floor Dust Cleaning Mop Broom Dust Bin 360 Rotary Sweepers Dustpan Household Cleaning Tools It is 360 degree rotating brush spin hand push broom sweeper dust collector floor surface cleaning mop no heavy vacuum needed- just use rotary sweeper.,"LDG Ware Sweeper mop New Designe and Easy Use Auto Spin Hand Push Sweeper Floor Dust Cleaning Mop Broom Dust Bin 360 Rotary Sweepers Dustpan Household Cleaning Tools It is 360 degree rotating brush spin hand push broom sweeper dust collector floor surface cleaning mop no heavy vacuum needed- just use rotary sweeper. It is the easiest way to quickly clean messes off hardwood, tile, marble, linoleum or vinyl flooring."
Household,"Truvic Unbreakable Big Polo Dust Pan for Home with 35 cm Handle, Set of 2 The product is made up of plastic and is blue in color.","Truvic Unbreakable Big Polo Dust Pan for Home with 35 cm Handle, Set of 2 The product is made up of plastic and is blue in color."
Household,MK Bucket Dustpan Garbage Storage Shovel Cleaning and Storage Small,"MK Bucket Dustpan Garbage Storage Shovel Cleaning and Storage Small Size name:Small Size : Small : 16*14*20 cm Big : 20*16*25 cm Colour : Assorted Color, will be send as per availability. Great Material Easy to Install and Remove Made of lightweight & durable ABS Universal and space-saving Package Include: 1 x bucket plastic dustpan"
Household,"HAZEL Dustpan Supdi,Cleaning Product ""Packaging content: 1 Hazel Dustpan Supdi, Dimension ( L x B x H ): 30 cm x 16 cm x 3 cm, Qty: 1 Pc Set, Weight:150 Grams per set , Material Used: Stainless Steel","HAZEL Dustpan Supdi,Cleaning Product ""Packaging content: 1 Hazel Dustpan Supdi, Dimension ( L x B x H ): 30 cm x 16 cm x 3 cm, Qty: 1 Pc Set, Weight:150 Grams per set , Material Used: Stainless Steel"
Household,KR STORE™ Long Handled Dust Pan- Stand Up Design- Accommodates Any Broom/Hand Brush- Best Dustpans for Home/Lobby/Shop,"KR STORE™ Long Handled Dust Pan- Stand Up Design- Accommodates Any Broom/Hand Brush- Best Dustpans for Home/Lobby/Shop Colour:MULTI COLOR Dust pan with plastic cover has everything you need for cleaning in lobbies, restaurants, and other public-facing environments.Scoopdog Dust Pan & Broom is made of durable plastic Specially Designed with long handle to help you clean both dry and wet dust , liquids, spill overs with help of a wiper without bending down."
Household,Spotzero By Milton DCPDFLR010ASSR0072 Leveler Dustpan (Multicolor),Spotzero By Milton DCPDFLR010ASSR0072 Leveler Dustpan (Multicolor) Spotzero leveler dustpan has a high quality plastic and rubber strip. It has a 23 cm wide surface area for more coverage. Its unique leveler rubber strip captures complete dust and dirt.
Household,Novicz Plastic Mini Dust Pan (Multicolour),"Novicz Plastic Mini Dust Pan (Multicolour) Convenient and practical it is used for ordinary cleanup especially for cleaning up the corner and gap, it is easy to use. Novicz mini dust pan computer laptop tv shelves cleaning brush kitchen car desk broom."
Household,Clearock Dust Pan and Lobby Broom Set Lobby dust pans is an essential tool for quickly and quietly sweeping up small dry spills.,Clearock Dust Pan and Lobby Broom Set Lobby dust pans is an essential tool for quickly and quietly sweeping up small dry spills. Using a dustpan like the 34-inch lobby dust pan in combination with a broom is unobtrusive to the customer and nearly silent. This dust pan features a wide hopper and long handle to minimize back strain.
Household,Cello Kleeno Dust Pan with Brush (Blue and White),"Cello Kleeno Dust Pan with Brush (Blue and White) Color name:Blue and White We often splurge to enhance the beauty of our home, right from lovely furniture in Spare Room/Guest Room to time saving appliances in the kitchen. However, we don’t like to spend much time in cleaning & Dusting our home when we are not expecting guest. Keeping home clean & hygienic is an everyday necessity. A healthy & hygienic surrounding helps maintaining good personal heath."
Household,Twiclo Handle Dustpan and Brush for Sweeping & Cleaning Dust Pan and Broom Handled,Twiclo Handle Dustpan and Brush for Sweeping & Cleaning Dust Pan and Broom Handled Product description:- deep pan ensure a clean sweep every time Top quality bristles and a deep pan ensure a clean sweep every time with less effort. dustpan and soft bristled brush with longFiber stems and handles. This prevents the need for bending down when sweeping. The brush handle clips on to the dustpan stem for storage. The dustpan has a flat bottom with shaped lip for efficient dust collection.
Household,Delfinos Mini Broom Dustpan Set for CleaningDesktop/Keyboard (Multicolour),Delfinos Mini Broom Dustpan Set for CleaningDesktop/Keyboard (Multicolour) Material: plastic Size: 19.5CM(H) X 13CM(W) Color: color random Distribution Packing list: 1 X Mini broom and dustpans set
Household,Gala Dustgo Floor Brush Set with Dustpan (assorted),"Gala Dustgo Floor Brush Set with Dustpan (assorted) Product Description Gala India's one of largest manufacturer of home cleaning tools brings out dustpan made from virgin plastic ,more depth to collect more dust, leveler ensures that dustpan can adjust on any surface to collect dust. Special brush with split bristles which enables collecting fine dust particles."
Household,"Wishpool Broom and Dustpan Treelen with Dust Pan with Long Handle Combo Set (Multicolour) ""Dustpan locks: Dustpan has locks in open position for easy emptying and folding and Dustpan is pivoted.","Wishpool Broom and Dustpan Treelen with Dust Pan with Long Handle Combo Set (Multicolour) ""Dustpan locks: Dustpan has locks in open position for easy emptying and folding and Dustpan is pivoted. Save Space: Broom snaps to Dustpan for upright storage and can be disassemble to occupy minimum space as possible when moving."
Household,"Veera's VIMAL Stainless Steel Dustpan (Silver, Large)","Veera's VIMAL Stainless Steel Dustpan (Silver, Large) Veera's VIMAL this dustpan which is made of stainless steel and is silver in colour. The size of this product is 29cm, 20cm, 3. 60cm and it is easy to clean."
Household,Neco Cleaning Long Handle Dust Pan And Broom 30-1041-14 (Blue),Neco Cleaning Long Handle Dust Pan And Broom 30-1041-14 (Blue) Neco Cleaning Long Handle Dust Pan and Broom 30-1041-14 (Blue) Highlights: Balanceable design High intensity material High toughness pp bristle Fashionable Dustpan stick with broom
Household,"HAZEL Dustpan Supdi,Large,Cleaning Product Packaging content : - Dustpan Supdi HAZEL Large S32 Cleaning Product,Dimension ( L x B x H ): 32 cm x 18 cm x 3 cm,Qty: - 1 Pc Set,Approximate.","HAZEL Dustpan Supdi,Large,Cleaning Product Packaging content : - Dustpan Supdi HAZEL Large S32 Cleaning Product,Dimension ( L x B x H ): 32 cm x 18 cm x 3 cm,Qty: - 1 Pc Set,Approximate. Weight : - 180 Grams per set,Material Used:- Stainless Steel"
Household,Glamocracy™ Dustpan Set of 2 Pcs Dust Pan (Multicolor),Glamocracy™ Dustpan Set of 2 Pcs Dust Pan (Multicolor) Perfect for light and heavy scrubbing. Lets you clean and collect dust without having to touch it
Household,Polyguards Dust Pan with Stick (Multicolor),Polyguards Dust Pan with Stick (Multicolor) Polyguards is one of the leading manufacturer and distributer of cleaning products since 1991. This is long plastic handled dust pan for cleaning.
Household,Prestige PDPS-02 Dust Pan Set (Blue),"Prestige PDPS-02 Dust Pan Set (Blue) Perfect for light and heavy scrubbing. Lets you clean and collect dust without having to touch itImported by: TTK Prestige Ltd., Registered Office: Plot No. 38, Sipcot Industrial Complex, Hosur-635126, India"
Household,LDG Ware Spray Mop with Spray Gun Steam Mop Wooden Floor Ceramic Tile Automatic Flat Mops Floor Cleaner for Home Cleaning Tool Household Micro Fibre Spray Mop Squeegee Marble Tray Floor Cleaner Multifunction Water Spraying Flat Mop Head Home Cleaning Tool Item,"LDG Ware Spray Mop with Spray Gun Steam Mop Wooden Floor Ceramic Tile Automatic Flat Mops Floor Cleaner for Home Cleaning Tool Household Micro Fibre Spray Mop Squeegee Marble Tray Floor Cleaner Multifunction Water Spraying Flat Mop Head Home Cleaning Tool Item Description: The new spray mop, saving time and effort. 360 ° rotating mop head, you can clean up to every corner. Easy to install, super-absorbent. This mop head works great wet/dry."
Household,N M Z Multifunctional Electric Feather Dusters Dust Cleaning Brush for Blinds ❤️,"N M Z Multifunctional Electric Feather Dusters Dust Cleaning Brush for Blinds ❤️Features: 1. Duster makes dusting fast, easy and fun! 2.It's a handheld, completely cordless, battery operated spinning duster that picks up dust like a magnet. 3.It gets into hard to reach areas, conforms to all shapes and sizes and lets you dust without moving anything, saving you time and making your life easier."
Household,"Ivaan Multi Colour Microfiber Duster for Car/Office/Home This is a unique product that is made using gentle fibers, which do not harm home, car, furniture or interior.","Ivaan Multi Colour Microfiber Duster for Car/Office/Home This is a unique product that is made using gentle fibers, which do not harm home, car, furniture or interior. The Duster Removes Hair and Dust Easily. It is Washable, Reusable & Highly Durable. Due to their light weight and easy to use nature, these are widely appreciated by our clients. Made using premium grade material, our range provides easy, fast and effective cleaning of the Furniture."
Household,Bmax Fibre Dry Cleaning Duster (Standard),"Bmax Fibre Dry Cleaning Duster (Standard) Bmax Present cleaning home and car cleaning duster ,best for your AC , TV fridge ,Computer ,laptop and oven ."
Household,Bmax™ Fibre Dry Cleaning Duster (Protected),"Bmax™ Fibre Dry Cleaning Duster (Protected) Bmax Present cleaning home and car cleaning duster ,best for your AC , TV fridge ,Computer ,laptop and oven ."
Household,RACHEES Cleaning Brush Feather Microfiber Duster Magic Dust Cleaner Fit Home Office Cleaning Tools (Multicolour),RACHEES Cleaning Brush Feather Microfiber Duster Magic Dust Cleaner Fit Home Office Cleaning Tools (Multicolour) The Microfiber noodles of this Car Washing Brush attract and lift dust and dirt while protecting delicate surfaces. It cleans without using chemicals or cleaners. The Microfibers are super-absorbent and absorb 8 times their weight in water. It features a strong plastic handle for comfortable grip.
Household,Glitter Collection Winberg (R),"Glitter Collection Winberg (R) Magic Colorful Duster - For Easy Cleaning Your Home/Office/Shop/Car Stkcld Glitter Collection original product OLORFUL HANDY DUSTER FOR EASY CLEANING YOUR HOME/OFFICE/SHOP/CAR HELP IN REMOVING DUST VERY EASILY A PRODUCT WHICH EVERY HOME SHOULD HAVE Long Handle for easy reach Clean Cars, Ceiling Fans, etc"
Household,Electomania And-Generic 1 Piece Multipurpose Microfiber Cleaning Duster With Extendable Telescopic Wall Hanging Handle The Microfiber noodles of this Car Washing Brush attract and lift dust and dirt while protecting delicate surfaces.,Electomania And-Generic 1 Piece Multipurpose Microfiber Cleaning Duster With Extendable Telescopic Wall Hanging Handle The Microfiber noodles of this Car Washing Brush attract and lift dust and dirt while protecting delicate surfaces. It cleans without using chemicals or cleaners. The Microfibers are super-absorbent and absorb 8 times their weight in water. It features a strong plastic handle for comfortable grip.
Household,"VAPOK Dust Cleaning Brush for Home, Car, Windows Natural Fall Feather Duster Brush with Wood Handle for Car Dashboard/Seat,Dry Duster Broom, Long Lasting 28"" Inchs Long (Made in India)","VAPOK Dust Cleaning Brush for Home, Car, Windows Natural Fall Feather Duster Brush with Wood Handle for Car Dashboard/Seat,Dry Duster Broom, Long Lasting 28"" Inchs Long (Made in India) Natural Fall Feather Duster Brush Wood Handle For Car Dashboard /Seat , TV Glass Cleaning Feather Broom Cleaning Brush Cleaning Tool Household Furniturer Car Dust Cleaner Lightweight design is for easily removing dirt or dust,"
Household,VAPOK Neon Plastic and Microfiber Duster(Multicolour),"VAPOK Neon Plastic and Microfiber Duster(Multicolour) Perfect for cleaning in dry areas,round shape brush for better cleaning. Grip handle for comfortable use. Used for glass , fan , ac , car dashboard /seat , tv , fridge ,printer. Last long than any other plastic brush. Regular size length 24 inches for better coverage. Regular size length 24 inches. Grip handle for comfortable use. Lightweight and durable. Easy to use. Easy to hold ergonomic handle with a hook."
Household,Ivaan Multipurpose Microfiber Cleaning Duster with Extendable Telescopic Wall Hanging Handle The Microfiber noodles of this Car Washing Brush attract and lift dust and dirt while protecting delicate surfaces.,Ivaan Multipurpose Microfiber Cleaning Duster with Extendable Telescopic Wall Hanging Handle The Microfiber noodles of this Car Washing Brush attract and lift dust and dirt while protecting delicate surfaces. It cleans without using chemicals or cleaners. The Microfibers are super-absorbent and absorb 8 times their weight in water. It features a strong plastic handle for comfortable grip.
Household,"Gala Microfiber Duster Pack Of 2 Gala India's one of largest manufacturer of home cleaning tools brings out Gala Microfiber Duster which is used to clean Ceiling Fans, Windscreens, Window Blinds, Mirrors and More.","Gala Microfiber Duster Pack Of 2 Gala India's one of largest manufacturer of home cleaning tools brings out Gala Microfiber Duster which is used to clean Ceiling Fans, Windscreens, Window Blinds, Mirrors and More. Microfibers on the Brush Grabs and Traps Dust Particles and provide effective Cleaning. Micro Fiber Duster is very useful and easy to clean corners and fine dust particles. It is washable and easy to use also provide scratch less cleaning."
Household,"OUNONA Ostrich Duster Feather Dusters with Long Handle Cleaning Brush Tool DescriptionMade of natural feather, the duster is durable with soft touch.","OUNONA Ostrich Duster Feather Dusters with Long Handle Cleaning Brush Tool DescriptionMade of natural feather, the duster is durable with soft touch. When you use it to clean the furniture, it won't scratch them. Equipped with long handle, it is suitable for cleaning higher places and hard to reach areas. Since it is lightweight, you won't feel tired after a few minutes work."
Household,NION PP Static Duster (Multi-Color),"NION PP Static Duster (Multi-Color) This is a unique product that is made using gentle fibers, which do not harm home, car, furniture or interior. The Duster Removes Hair and Dust Easily. It is Washable, Reusable & Highly Durable. Due to their light weight and easy to use nature, these are widely appreciated by our clients. Made using premium grade material, our range provides easy, fast and effective cleaning of the Furniture."
Household,"Brio Bright Microfiber Cleaning Duster, 1Piece, Multicolor, Colour May vary, Depending On availability.","Brio Bright Microfiber Cleaning Duster, 1Piece, Multicolor, Colour May vary, Depending On availability. Brio Bright presents cleaning duster which comes in purple color and is made of microfiber material. This cleaning duster is foldable."
Household,"Namaskaram® Microfiber Duster for Easy Cleaning and Microfiber PP Duster for Dusting Cleaning Household,Car, Office, Furniture- Indoor and Outdoor Use(Multicolor)","Namaskaram® Microfiber Duster for Easy Cleaning and Microfiber PP Duster for Dusting Cleaning Household,Car, Office, Furniture- Indoor and Outdoor Use(Multicolor) Multicolor PP Static Duster- it cleans and dusts like a magic. It uses static electricity for cleaning and attracts dust like a magnet. Once used it leaves the surface shining. It makes the task very easy, hassle free and time saving by reaching the difficult corners easily."
Household,"SUNAM Microfibre Dusters for Cleaning with Bendable Telescoping Feather Duster (Red, Pink, Blue, Green, white, 2-5 feet) microfiber Hand Duster is ideal to pick up unwanted dust from hard to reach areas on cars without scratching or damaging any surfaces or using any expensive chemicals or refills, which makes sure you and your families safer and your home clean effectively.Why you need Synergy Collection Microfiber Feather Duster?","SUNAM Microfibre Dusters for Cleaning with Bendable Telescoping Feather Duster (Red, Pink, Blue, Green, white, 2-5 feet) microfiber Hand Duster is ideal to pick up unwanted dust from hard to reach areas on cars without scratching or damaging any surfaces or using any expensive chemicals or refills, which makes sure you and your families safer and your home clean effectively.Why you need Synergy Collection Microfiber Feather Duster?"
Household,"Truvic Home Market Combo of Multipurpose Microfiber Duster with Static Duster and Mitt Gloves Cleaning Kit There are three item in one time buying Multipurpose Soft Microfiber Duster with Handle for Car Home Office, Static Duster with big handle,Car washing mitt/glove · (1)","Truvic Home Market Combo of Multipurpose Microfiber Duster with Static Duster and Mitt Gloves Cleaning Kit There are three item in one time buying Multipurpose Soft Microfiber Duster with Handle for Car Home Office, Static Duster with big handle,Car washing mitt/glove · (1) Small size for easy and quick cleaning · Ultra-Fine Microfibers Grab & Trap Dust & Dirt Without Chemicals /Cleaners · Great for window blinds, ceiling fans, crown molding, bookshelves · Microfiber cover is Washable."
Household,"Glitter Collection Winberg Mop 360Ã‚Â° Spin ,Stainless Steel Rod Stick Rotating Pole Glitter Collection original product Blue Rod Set with Dish ""Same design ,same colour"".","Glitter Collection Winberg Mop 360Ã‚Â° Spin ,Stainless Steel Rod Stick Rotating Pole Glitter Collection original product Blue Rod Set with Dish ""Same design ,same colour""."
Household,Mop 360° Spin Cleaning Stainless Steel Rod Set(Green)(01 Set) with 02 Mop Refill,"Mop 360° Spin Cleaning Stainless Steel Rod Set(Green)(01 Set) with 02 Mop Refill Color Name:Green Mop, you'll never have to fuss over dirty water ever again. Easy Mop system is designed to handle all your wet and dry mop needs. Easy mop comes with one dual action mop . With a handle-twist and release locking system, this replacement pole handle is perfect for your new or used spin mop - Comes in three easy to assemble parts."
Household,R.K.V.,"R.K.V. Mop Rod Stick Stainless Steel with 2 Refill 360 Degree Rotating Pole (Blue) Branded mop rod made of stainless steel, only rod with mop fibre."
Household,Quick Silver Spin Mop Handle Stick with Microfiber Head Refill Replacement Stainless Steel Pole for 360° Floor Cleaning Mop (Random Color),"Quick Silver Spin Mop Handle Stick with Microfiber Head Refill Replacement Stainless Steel Pole for 360° Floor Cleaning Mop (Random Color) FEATURES: Handle twist and release locking/unlocking system. Easy to install, hanging mop stem design. Material: 304 Stainless Steel + Plastic Color: Random Product Dimensions: 127cm x 8cm x 5cm PACKAGE INCLUDES: 1 x Mop Stick 1 x Microfiber Mop Head"
Household,R.K.V.,"R.K.V. MOP Fusion Stainless Steel Rod Stick with 1 Refill 360° Rotating Pole (Blue) Branded mop rod made of stainless steel, only rod with 1 mop fibre. Compact for storage: with its release and locking system, this product can be shortened for space saving and easy storage around your home."
Household,BDMP Mop Rod Stick Stainless Steel with Plate and Microfiber Mop Stick & 1 Mop Head Mop 360° Rotate S.S Rod Pocha,"BDMP Mop Rod Stick Stainless Steel with Plate and Microfiber Mop Stick & 1 Mop Head Mop 360° Rotate S.S Rod Pocha Features: EASY TO ASSEMBLE With a handle-twist , this replacement pole handle is perfect mop for you that come in three easy to assemble parts. PUSH & PULL FUNCTION Uses a built in Hand-Press Pump-Action Spring Mechanism. For non-pedal buckets - loosen the handle to spin the mop & then tighten the handle to start wiping your floors."
Household,"Magic Self Cleaning Microfiber Flat Mop and Bucket Made of Virgin Material - 360 Degree Swivel Head, Great for Wet & Dry Cleaning, Safe for all Surfaces, Hand Grade Stainless Steel Telescopic Wand, Compact Storage, Carry Handle – Design Patented Keep your floors shining like day one with the Duverra 360 Degree Swivel Microfiber Magic Flat Mop System.","Magic Self Cleaning Microfiber Flat Mop and Bucket Made of Virgin Material - 360 Degree Swivel Head, Great for Wet & Dry Cleaning, Safe for all Surfaces, Hand Grade Stainless Steel Telescopic Wand, Compact Storage, Carry Handle – Design Patented Keep your floors shining like day one with the Duverra 360 Degree Swivel Microfiber Magic Flat Mop System. Featuring the latest in cleaning technology. Save time and money with the Magic flat mop."
Household,"Gadget-Wagon Smart Mop Wet with Microfibre Cloth - Light Weight, Easy to Store (1)","Gadget-Wagon Smart Mop Wet with Microfibre Cloth - Light Weight, Easy to Store (1) Item Package Quantity:1 Made of special Viscose Fibre woven fabric, the SMART MOP's super absorbent Shammy Mop Head can pick up liquid 10 times its own weight and still not drip a drop, Built on strong alloy shaft with handles made of industrial grade plastic, this easy mop is built to last a long time."
Household,"Simba Wet and Dry Floor Mop, 18-inch Functioning as a wet and dry mop, this mop features a 360 degree swivel to get into the tough spots easy.","Simba Wet and Dry Floor Mop, 18-inch Functioning as a wet and dry mop, this mop features a 360 degree swivel to get into the tough spots easy. The reusable and machine washable cotton pad keeps your mop living long. this package contains cotton yarn refill , plastic frame, Powder coated ms handle."
Household,Generic Mop 360° Spin Cleaning Stainless Steel Rod Set With Mop Refill (01 Set) (Blue),"Generic Mop 360° Spin Cleaning Stainless Steel Rod Set With Mop Refill (01 Set) (Blue) Mop, you'll never have to fuss over dirty water ever again. Easy Mop system is designed to handle all your wet and dry mop needs. Easy mop comes with one dual action mop . With a handle-twist and release locking system, this replacement pole handle is perfect for your new or used spin mop - Comes in three easy to assemble parts."
Household,Scotch-Brite Jumper Spin Mop with Round and Flat Heads with Refill Style:Mop and refill Unique one bucket spin mop that enables cleaning and wringing of the mop in same bucket.,"Scotch-Brite Jumper Spin Mop with Round and Flat Heads with Refill Style:Mop and refill Unique one bucket spin mop that enables cleaning and wringing of the mop in same bucket. Strong and sturdy bucket with unique, first time flat refill head that gives sparkling clean floor always."
Household,Scotch-Brite Easy Sweeper Mop with Free Dry (30 Pcs) and Wet (8 Pcs),Scotch-Brite Easy Sweeper Mop with Free Dry (30 Pcs) and Wet (8 Pcs) Cleaning Sheets Style:Easy Sweeper mop Benefits: Disposable Cleaning sheets that is hygenic and makes cleaning quicker. The Special weave of the sheets traps dirt and dust so that it doesn't fall off after being picked up. Comes with Antibacterial Wet Sheets and Electrostatic Dry Sheets.Antibacterial Wet sheets kills 99.9% household germs.The electrostatic dry sheets attracts and holds dirt dust hair and other particles.
Household,"Buram Plactic Microfiber Chenille Dust, Wet and Dry Mop (Multicolour)","Buram Plactic Microfiber Chenille Dust, Wet and Dry Mop (Multicolour) Features microfiber floor mop features a technology so you can clean effectively using a dry or damp mop head. Effective and easy to clean floors. Wet or dry use without the need for detergents. Microfiber mop head, clean forceful, can absorpt fine dust and hair. Suitable for tile, stone, marble, laminate, hardwood floors."
Household,Wet Mop Refill 300 GM with Clip (1 Clip + 2 Refill),Wet Mop Refill 300 GM with Clip (1 Clip + 2 Refill) WITH CHECK DUSTER CLOTH FREE mops suited for all types of cleaning. Compact mop made from looped cotton material which enables it to have a high absorbency for water and is designed with a sleek look along with easy replaceable refill. The height of the product can be adjusted as per your requirement. This helps you to reach and clean all the distant corners and places where your hands can't reach like under your bed and sofa.
Household,Scotch-Brite Flat Mop and Refill Combo for Magic Easy Floor Cleaning,Scotch-Brite Flat Mop and Refill Combo for Magic Easy Floor Cleaning
Household,"Getko With Device Multifunctional Microfiber Floor Cleaning Healthy Spray Mop with Removable Washable Cleaning Pad and Integrated Water Spray Mechanism (Blue, 46 x 16 x 10 cm) 1. 360 degree wide rotating head for easy cleaning, 2.","Getko With Device Multifunctional Microfiber Floor Cleaning Healthy Spray Mop with Removable Washable Cleaning Pad and Integrated Water Spray Mechanism (Blue, 46 x 16 x 10 cm) 1. 360 degree wide rotating head for easy cleaning, 2. Convenient spray trigger to control spray, 3. Reusable and washable microfiber mop heads, 4. Refillable cartridge for filling cleaners, 5. Ergonomic and convenient design for cleaning, 6. Put Your Back To Better Use, Not For Cleaning. according To Doctors, 7."
Household,ROOTS EZE CLEAN DRY & WET MOP 50CM EZE CLEAN MOPS are designed for dry sweeping and wet mopping.,"ROOTS EZE CLEAN DRY & WET MOP 50CM EZE CLEAN MOPS are designed for dry sweeping and wet mopping. Light weight, easily manoeuvrable, ergonomically designed, compact and efficient."
Household,Spotzero by Milton Floor Mop (Aqual Green),Spotzero by Milton Floor Mop (Aqual Green) Spotzero presents a vast range of innovative mops suited for all types of cleaning. Compact mop made from looped cotton material which enables it to have a high absorbency for water and is designed with a sleek look along with easy replaceable refill. The height of the product can be adjusted as per your requirement. This helps you to reach and clean all the distant corners and places where your hands can't reach like under your bed and sofa.
Household,"Bmax Cleaning Mop Stick Bmax presents High quality and Replacement Head Plate, Handle and mop refill.","Bmax Cleaning Mop Stick Bmax presents High quality and Replacement Head Plate, Handle and mop refill. It can be Support All Type of Spin 360 Easy bucket Mop"
Household,Khadi Mauri Herbal Charcoal Face Scrub - Dead Skin Remover & Provides Clear Skin - SLES & PARABEN FREE - 210 ml,Khadi Mauri Herbal Charcoal Face Scrub - Dead Skin Remover & Provides Clear Skin - SLES & PARABEN FREE - 210 ml
Household,Chauth and Nagsan Natural Dead Sea Mud Scrub for All Type of Skin- 125 Gram,Chauth and Nagsan Natural Dead Sea Mud Scrub for All Type of Skin- 125 Gram
Household,"StBotanica Vitamin C, E & Hyaluronic Acid Brightening Face Scrub, 50g","StBotanica Vitamin C, E & Hyaluronic Acid Brightening Face Scrub, 50g"
Household,"Beardo Activated Charcoal Deep Cleansing Face Scrub, 100g Beardo charcoal face scrub targets deep-down impurities to defend against daily build-up like dirt, oil and impurities for a truly deep clean.","Beardo Activated Charcoal Deep Cleansing Face Scrub, 100g Beardo charcoal face scrub targets deep-down impurities to defend against daily build-up like dirt, oil and impurities for a truly deep clean. Naturally purifies and deep cleans. Draws out and traps more dirt and impurities than a basic face wash. Provides deeply cleaned, tingly-smooth skin. Contains activated charcoal."
Household,"FABEYA Arabica Coffee Body Scrub and Polish - No Parabens - 340 ml Pack of 1 FABEYA Arabia Coffee Body Scrub and Polish - No Parabens - 340 ml Pack of 1 Free From Paraben, .","FABEYA Arabica Coffee Body Scrub and Polish - No Parabens - 340 ml Pack of 1 FABEYA Arabia Coffee Body Scrub and Polish - No Parabens - 340 ml Pack of 1 Free From Paraben, . Active ingredient: Arabica Coffee Powder and Walnut Shell."
Household,"Biotique Bio Papaya Revitalizing Tan Removal Scrub for All Skin Types, 75g","Biotique Bio Papaya Revitalizing Tan Removal Scrub for All Skin Types, 75g Style name:Scrub 75g Are you looking for a scrub that has the capability of removing all your dead skin cells without affecting your skin quality? Biotique has come up with just the right thing for you, a papaya enriched scrubber. Biotique Bio Papaya Smoothening and Revitalizing scrub is suitable for all skin types. This exfoliating scrub is enriched with papaya that helps in dissolving dead cells and smoothing the skin."
Household,"Scotch-Brite Scrub Pad (Large) - Super Saver Set of 3Pcs Scrub pad made up of superior nylon 66 fibre, stain cutter technology uniquely shaped, evenly distributed alox particles and unique S shape.","Scotch-Brite Scrub Pad (Large) - Super Saver Set of 3Pcs Scrub pad made up of superior nylon 66 fibre, stain cutter technology uniquely shaped, evenly distributed alox particles and unique S shape."
Household,The Beauty Co.,The Beauty Co. Mango Coffee Scrub For Face & Body 100 gm
Household,Beardo De-Tan Face Scrub (100 gm),Beardo De-Tan Face Scrub (100 gm)
Household,"Biocare De-Tan Scrub Enriched With Milk And Honey, 500Ml.","Biocare De-Tan Scrub Enriched With Milk And Honey, 500Ml. It Is A Biocare De-Tan Scrub Enriched With Milk And Honey And It Includes 500Ml"
Household,"Everyuth Naturals Exfoliating Walnut Scrub, 100g","Everyuth Naturals Exfoliating Walnut Scrub, 100g Size:100g Don't let your beautiful skin hide under dirt and impurities! Cleanse your pores with Nano Multi Vit A and Walnut Shell Powder which scrubs away dead skin cells and gives your face a delightfully radiant glow."
Household,"The Face Shop Smart Peeling Honey Black Sugar Scrub, 120ml Mild scrub + blackheads removal.","The Face Shop Smart Peeling Honey Black Sugar Scrub, 120ml Mild scrub + blackheads removal. Black sugar dipped in honey exfoliates while effectively removing blackheads. Main ingredient: Black sugar and honey extract. Promoting cell activation and clarification by softly melting skin wastes and impurities in the pores."
Household,"MCaffeine Naked & Raw Coffee Face Scrub, 100 g","MCaffeine Naked & Raw Coffee Face Scrub, 100 g | Vitamin E | Tan Removal | Oily/Normal Skin | Paraben & SLS Free"
Household,"FABEYA Biocare Natural Activated Charcoal Face and Body Scrub,340Ml - Set of 1","FABEYA Biocare Natural Activated Charcoal Face and Body Scrub,340Ml - Set of 1"
